ID	µØÍ¼±àºÅ »»ËãºóX×ø±ê  »»ËãºóY×ø±ê  »»ËãºóZ×ø±ê
26012    world    2668.76    238.67    -4127.47
26009    world    2665.08    238.67    -4126.97
26011    world    2724.99    236.57    -4301.08
26008    world    2721.91    236.57    -4300.29
26010    world    2598.71    236.51    -4149.02
26007    world    2599.79    236.51    -4146.92
26016    world    2727.47    217.09    -4479.87
25547    world    2224.45    243.06    -4114.65
26167    world    2754.95    239.23    -3808.75
26166    world    2751.41    239.23    -3806.57
26165    world    2748.15    239.23    -3805.84
26164    world    2758.44    239.23    -3811.52
26140    world    2428.17    245.01    -3704.59
26141    world    2180.21    189.93    -3803.41
26161    world    2484.93    217.74    -4391.85
24970    world    2573.5    236.24    -4198.49
25489    world    2626.04    417.82    -4165.41
25487    world    2630.74    414.79    -4182.19
25486    world    2649.08    414.79    -4172.72
25484    world    2645.11    414.79    -4164.95
25483    world    2626.7    414.79    -4174.39
25482    world    2701.8    238.67    -4263.65
25481    world    2745.85    236.51    -4271.22
25532    world    2747.88    236.51    -4258.89
25480    world    2725.41    236.51    -4233.9
25479    world    2727.28    236.51    -4239.88
25478    world    2723.15    240.17    -4327.63
25477    world    2711.76    240.17    -4334.01
25476    world    2648    238.67    -4269.44
25475    world    2660.6    238.67    -4279.7
25533    world    2681.09    238.82    -4266.61
25474    world    2679.01    238.35    -4090.24
25473    world    2701.19    238.35    -4109.08
25472    world    2729.63    238.35    -4145.4
25471    world    2733.22    238.35    -4152.61
25470    world    2745.63    238.35    -4179.82
25469    world    2626.79    238.36    -4094.62
25122    world    2573.51    254.72    -4069.34
25121    world    2672.39    236.51    -4309.38
25120    world    2607.61    236.51    -4285.61
25119    world    2656.51    236.51    -4318.81
25118    world    2628.84    236.51    -4292.69
25117    world    2616.74    236.51    -4301.2
25436    world    2587.27    215    -3924.09
25435    world    2401.52    244.64    -3764.39
25434    world    2614.17    239.53    -3741.08
25433    world    2833.65    217.81    -3941.52
25432    world    2673.47    218.59    -3985.21
25431    world    2789.04    218.01    -4177.57
25430    world    2214.52    247.09    -3965.02
25429    world    2477.99    216.28    -4149.9
25428    world    2433.88    218.01    -4317.7
28027    world    2817.58    216.92    -4102.73
28027    world    2751.98    217.71    -4469.86
28027    world    2424.69    216.59    -4231.99
28026    world    2563.56    219.02    -4357.2
28026    world    2663.29    216.71    -4400.77
28027    world    2854.92    217.31    -4347.94
28026    world    2845.95    217.26    -4249.59
28027    world    2517.4    216.76    -4257.79
28027    world    2482.09    216.37    -4128.03
28026    world    2748.81    226.81    -4383.98
26158    world    2310.08    196.99    -4365.49
26158    world    2309.98    202.29    -4351.44
26158    world    2339.83    192.81    -4393.63
26158    world    2339.73    197.27    -4379.57
26158    world    2310.81    190.63    -4393.72
3089    world    2566.48    239.29    -3704.09
3089    world    2451.69    245.1    -3713.36
3089    world    2675.83    218.71    -3937.43
3089    world    2791.12    217.92    -3974.39
3089    world    2889.36    219.35    -4241.67
3089    world    2825.04    218.2    -4228.61
3089    world    2787.09    218.53    -4464.79
3089    world    2571.21    218.16    -4308.18
3089    world    2510.81    218.21    -4323.12
26883    world    2090.28    190.09    -4364.01
26883    world    2099.34    190.09    -4364.11
26883    world    2108.46    190.09    -4364.21
3536    world    2887.27    218.17    -4187.24
3098    world    2904.66    218.09    -4097.99
3103    world    2874    218.1    -4129.13
3536    world    2874    218.1    -4129.13
3103    world    2863.37    218.1    -4018.77
3536    world    2863.37    218.1    -4018.77
3536    world    2668.18    240.32    -3723.94
3103    world    2732.81    218.1    -4066.04
3536    world    2732.81    218.1    -4066.04
3098    world    2699.29    218.38    -4044.34
3103    world    2699.29    218.38    -4044.34
3536    world    2699.29    218.38    -4044.34
3095    world    2878.81    217.61    -3860.82
3098    world    2878.81    217.61    -3860.82
3103    world    2878.81    217.61    -3860.82
3095    world    2787.61    217.53    -3873.31
3098    world    2787.61    217.53    -3873.31
3103    world    2787.61    217.53    -3873.31
3095    world    2700.83    218.56    -3977.52
3098    world    2700.83    218.56    -3977.52
3095    world    2681.84    218.66    -3977.74
3098    world    2681.84    218.66    -3977.74
3095    world    2796.69    219.64    -4354.18
3536    world    2796.69    219.64    -4354.18
3098    world    2237.8    250.88    -3955.86
3103    world    2237.8    250.88    -3955.86
3098    world    2428.6    218.1    -4283.58
3103    world    2428.6    218.1    -4283.58
3095    world    2665.59    218.71    -4017.48
3536    world    2665.59    218.71    -4017.48
3095    world    2571.99    215.83    -3949.94
3536    world    2571.99    215.83    -3949.94
3095    world    2571.89    218.1    -4383.24
3536    world    2571.89    218.1    -4383.24
3103    world    2640.21    218.1    -4412.91
3095    world    2629.52    218.12    -4350.7
3536    world    2629.52    218.12    -4350.7
3098    world    2508.63    218    -4152.15
3103    world    2508.63    218    -4152.15
3089    world    2508.63    218    -4152.15
3095    world    2455.13    218.26    -4032.64
3098    world    2455.13    218.26    -4032.64
3079    world    2436.77    245.08    -3780.93
3103    world    2436.77    245.08    -3780.93
3074    world    2722.15    239.36    -3719.51
3095    world    2722.15    239.36    -3719.51
3098    world    2722.15    239.36    -3719.51
3084    world    2616.51    240.1    -3727.98
3084    world    2777.36    217.47    -3929.4
3074    world    2777.36    217.47    -3929.4
3079    world    2777.36    217.47    -3929.4
3095    world    2777.36    217.47    -3929.4
3098    world    2777.36    217.47    -3929.4
3103    world    2777.36    217.47    -3929.4
3536    world    2777.36    217.47    -3929.4
3084    world    2832.83    218.03    -3963.09
3074    world    2832.83    218.03    -3963.09
3079    world    2832.83    218.03    -3963.09
3095    world    2832.83    218.03    -3963.09
3098    world    2832.83    218.03    -3963.09
3103    world    2832.83    218.03    -3963.09
3536    world    2832.83    218.03    -3963.09
3084    world    2867.58    218.1    -4069.06
3074    world    2867.58    218.1    -4069.06
3079    world    2867.58    218.1    -4069.06
3095    world    2867.58    218.1    -4069.06
3098    world    2867.58    218.1    -4069.06
3103    world    2867.58    218.1    -4069.06
3536    world    2867.58    218.1    -4069.06
3084    world    2778.92    218.06    -4108.96
3074    world    2778.92    218.06    -4108.96
3079    world    2778.92    218.06    -4108.96
3095    world    2778.92    218.06    -4108.96
3098    world    2778.92    218.06    -4108.96
3103    world    2778.92    218.06    -4108.96
3536    world    2778.92    218.06    -4108.96
3084    world    2807.34    218.16    -4190.65
3074    world    2807.34    218.16    -4190.65
3079    world    2807.34    218.16    -4190.65
3095    world    2807.34    218.16    -4190.65
3098    world    2807.34    218.16    -4190.65
3103    world    2807.34    218.16    -4190.65
3536    world    2807.34    218.16    -4190.65
3084    world    2278.63    243.66    -4092.1
3074    world    2278.63    243.66    -4092.1
3079    world    2278.63    243.66    -4092.1
3095    world    2278.63    243.66    -4092.1
3098    world    2278.63    243.66    -4092.1
3103    world    2278.63    243.66    -4092.1
3536    world    2278.63    243.66    -4092.1
3084    world    2324.34    218.09    -4263.12
3074    world    2324.34    218.09    -4263.12
3079    world    2324.34    218.09    -4263.12
3095    world    2324.34    218.09    -4263.12
3098    world    2324.34    218.09    -4263.12
3103    world    2324.34    218.09    -4263.12
3536    world    2324.34    218.09    -4263.12
3084    world    2426.68    218.1    -4343.75
3074    world    2426.68    218.1    -4343.75
3079    world    2426.68    218.1    -4343.75
3095    world    2426.68    218.1    -4343.75
3098    world    2426.68    218.1    -4343.75
3103    world    2426.68    218.1    -4343.75
3536    world    2426.68    218.1    -4343.75
3084    world    2474.56    218.23    -4312.78
3074    world    2474.56    218.23    -4312.78
3079    world    2474.56    218.23    -4312.78
3095    world    2474.56    218.23    -4312.78
3098    world    2474.56    218.23    -4312.78
3103    world    2474.56    218.23    -4312.78
3536    world    2474.56    218.23    -4312.78
3084    world    2520.18    218.1    -4364.37
3074    world    2520.18    218.1    -4364.37
3079    world    2520.18    218.1    -4364.37
3095    world    2520.18    218.1    -4364.37
3098    world    2520.18    218.1    -4364.37
3103    world    2520.18    218.1    -4364.37
3536    world    2520.18    218.1    -4364.37
3084    world    2894.11    217.94    -4395.62
3074    world    2894.11    217.94    -4395.62
3079    world    2894.11    217.94    -4395.62
3095    world    2894.11    217.94    -4395.62
3098    world    2894.11    217.94    -4395.62
3103    world    2894.11    217.94    -4395.62
3536    world    2894.11    217.94    -4395.62
3084    world    2742.26    217.55    -4473.17
3074    world    2742.26    217.55    -4473.17
3079    world    2742.26    217.55    -4473.17
3095    world    2742.26    217.55    -4473.17
3098    world    2742.26    217.55    -4473.17
3103    world    2742.26    217.55    -4473.17
3536    world    2742.26    217.55    -4473.17
3084    world    2800.57    219.52    -4298.81
3074    world    2800.57    219.52    -4298.81
3079    world    2800.57    219.52    -4298.81
3095    world    2800.57    219.52    -4298.81
3098    world    2800.57    219.52    -4298.81
3103    world    2800.57    219.52    -4298.81
3536    world    2800.57    219.52    -4298.81
3084    world    2815.22    219.09    -4389.34
3074    world    2815.22    219.09    -4389.34
3079    world    2815.22    219.09    -4389.34
3095    world    2815.22    219.09    -4389.34
3098    world    2815.22    219.09    -4389.34
3103    world    2815.22    219.09    -4389.34
3536    world    2815.22    219.09    -4389.34
26041    world    2724.74    214.87    -4507.43
26019    world    2548      236.09    -4043
26022    world    2308.31    243.19    -4066.46
25538    world    2797.72    240.78    -3718.75
26020    world    2288.26    256.18    -3833.96
26040    world    2840.48    217.28    -4474.34
26040    world    2826.14    217.9    -4466.11
26040    world    2823.96    218.15    -4457.42
26040    world    2857.32    217.41    -4460.95
26040    world    2841.36    220.8    -4463.16
26018    world    2699.07    239.82    -4479.94
26159    world    2787.09    218.69    -4260.08
26159    world    2686.33    218.09    -4373.03
26159    world    2590.76    218.29    -4329.81
26159    world    2505.69    218.19    -4112.38
26159    world    2604.99    218.67    -3979.78
26159    world    2499.45    217.93    -4400.42
26158    world    2310.71    193.39    -4379.55
25741    world    2659.35    218.61    -3974.15
25741    world    2636      218.68    -3950.18
25741    world    2620.01    218.61    -3953.18
25740    world    2434.51    192.65    -4467.42
25740    world    2383.66    191.46    -4443.95
25546    world    2272.96    243.24    -4152.3
21706	a01	265.62	30.91	-153.49
21701	a01	-248.96	30.91	-154.12
21696	a01	265.31	30.91	308.8
21688	a01	-260.16	30.91	308.83
